1,"Scotch-Brite 2-in-1 Bucket Spin Mop (Green, 2 Refills), 4 Pcs",B07LDKFM2Y,"1,089","1,800",  #9 in Home Improvement (See Top 100 in Home Improvement)  #2 in Household Bucket Mops   
2,Scotch-Brite Supreme Spin Mop (2N Microfiber Refills),B089Z7K5F3,"1,699","2,399","  #1,500 in Home Improvement (See Top 100 in Home Improvement)  #59 in Household Bucket Mops   "
3,"Scotch-Brite No-Dust Broom, Long handle, Easy floor cleaning (Multi-use)",B07LC7LF9Y,289,375,  #20 in Home Improvement (See Top 100 in Home Improvement)  #1 in Brooms (Home Improvement)   
4,"Scotch-Brite Multi-purpose Microfiber Flat Mop with 1 extra refill for Dry & Wet Cleaning, 360 degree Rotating head and Telescopic handle, suitable for Floor, Glass, Ceiling and Walls (Green)",B00NQ03WR4,"1,399","1,848",  #291 in Home Improvement (See Top 100 in Home Improvement)  #5 in Household Wet & Dry Mops   
5,Scotch-Brite Jumper Spin Mop with Round Refill Heads,B00T425GKY,"1,899","3,850","  #1,956 in Home Improvement (See Top 100 in Home Improvement)  #75 in Household Bucket Mops   "
6,Scotch-Brite Bathroom Squeegee Plastic Wiper(30 cm)(Green),B00NBM3IE4,375,450,  #12 in Home Improvement (See Top 100 in Home Improvement)  #1 in Squeegees   
7,"Scotch-Brite Plastic No Dust Broom Hard_Floor Refill Head without Handle (This Product Does Not Contain A Handle, Only Refill Suitable to Be Used with Broom), Ash",B0C82497NH,215,250,  #340 in Home Improvement (See Top 100 in Home Improvement)  #13 in Brooms (Home Improvement)   
8,Scotch-Brite Bathroom Squeegee Plastic Wiper with telescopic handle (30 cm),B07WVZY442,440,550,  #808 in Home Improvement (See Top 100 in Home Improvement)  #18 in Squeegees   
9,Scotch-Brite Bathroom Squeegee Wiper- Pack of 2,B07MLQQCZQ,730,900,  #261 in Home Improvement (See Top 100 in Home Improvement)  #6 in Squeegees   
10,Scotch-Brite Butterfly Plastic Mop and Refill Combo (Green),B00NBM2YNA,"1,629","2,000","  #1,187 in Home Improvement (See Top 100 in Home Improvement)  #19 in Household Wet & Dry Mops   "
11,Scotch-Brite Plastic Floor Squeegee Wiper -with telescopic handle (Green/Silver),B00NBM3EH0,419,600,  #159 in Home Improvement (See Top 100 in Home Improvement)  #5 in Squeegees   
12,Scotch-Brite Jumper Spin Mop compact one Bucket Mop,B00T425C9E,"2,199","4,200","  #1,265 in Home Improvement (See Top 100 in Home Improvement)  #53 in Household Bucket Mops   "
13,Scotch-Brite Plastic Scotch Brite Telescopic Handle Cotton Mop with Looped Cotton Threads,B07WTWDHPN,420,500,"  #2,067 in Home Improvement (See Top 100 in Home Improvement)  #39 in Household Wet & Dry Mops   "
14,"Scotch-Brite Plastic Handle Cotton Mop Refill, 1 Piece",B00NBM2ONU,270,300,  #522 in Home Improvement (See Top 100 in Home Improvement)  #18 in Household Mop Accessories   
15,"Scotch-Brite Fibre Broom (Green) - Pack of 2, Plastic, Hard_Floor",B07R8KGMJX,695,750,"  #16,160 in Home Improvement (See Top 100 in Home Improvement)  #275 in Brooms (Home Improvement)   "
16,Scotch-Brite Plastic Spin Mop Head and Handle (Suitable for Scotch-Brite 2 in 1 Spin Mop Only),B0BNV1FHVB,645,675,  #61 in Home Improvement (See Top 100 in Home Improvement)  #10 in Household Bucket Mops   
17,"Scotch-Brite 2-in-1 Bucket Spin Mop Refill ( Microfiber, White )",B08BK7WKK5,270,299,  #206 in Home Improvement (See Top 100 in Home Improvement)  #20 in Household Bucket Mops   
18,"Scotch-Brite Combo | No-Dust Broom, Long Handle, Easy Floor Cleaning (Multi-use) | 1 Additional Refill Head, Plastic Fibre",B0BNTTSGQ7,500,590,  #537 in Home Improvement (See Top 100 in Home Improvement)  #17 in Brooms (Home Improvement)   
19,Scotch-Brite Telescopic Handle for scotch-brite mops & squeegees,B0BPBSK9X1,305,349,"  #2,180 in Home Improvement (See Top 100 in Home Improvement)  #35 in Squeegees   "
20,Scotch-Brite Microfiber Strip Mop with Telescopic Handle for Fine Dirt Removal,B07WVZX54X,"1,290","1,290","  #8,907 in Home Improvement (See Top 100 in Home Improvement)  #143 in Household Wet & Dry Mops   "
1,"Scotch-Brite 2-in-1 Bucket Spin Mop (Green, 2 Refills), 4 Pcs",B07LDKFM2Y,"1,089","1,800",  #5 in Home Improvement (See Top 100 in Home Improvement)  #2 in Household Bucket Mops   
2,Scotch-Brite Supreme Spin Mop (2N Microfiber Refills),B089Z7K5F3,"1,699","2,399","  #1,765 in Home Improvement (See Top 100 in Home Improvement)  #72 in Household Bucket Mops   "
3,"Scotch-Brite No-Dust Broom, Long handle, Easy floor cleaning (Multi-use)",B07LC7LF9Y,249,375,  #11 in Home Improvement (See Top 100 in Home Improvement)  #1 in Brooms (Home Improvement)   
4,"Scotch-Brite Multi-purpose Microfiber Flat Mop with 1 extra refill for Dry & Wet Cleaning, 360 degree Rotating head and Telescopic handle, suitable for Floor, Glass, Ceiling and Walls (Green)",B00NQ03WR4,"1,399","1,848",  #404 in Home Improvement (See Top 100 in Home Improvement)  #4 in Household Wet & Dry Mops   
5,Scotch-Brite Jumper Spin Mop with Round Refill Heads,B00T425GKY,"1,899","3,850","  #12,169 in Home Improvement (See Top 100 in Home Improvement)  #261 in Household Bucket Mops   "
6,Scotch-Brite Bathroom Squeegee Plastic Wiper(30 cm)(Green),B00NBM3IE4,375,450,  #13 in Home Improvement (See Top 100 in Home Improvement)  #1 in Squeegees   
7,"Scotch-Brite Plastic No Dust Broom Hard_Floor Refill Head without Handle (This Product Does Not Contain A Handle, Only Refill Suitable to Be Used with Broom), Ash",B0C82497NH,215,250,  #251 in Home Improvement (See Top 100 in Home Improvement)  #8 in Brooms (Home Improvement)   
8,Scotch-Brite Bathroom Squeegee Plastic Wiper with telescopic handle (30 cm),B07WVZY442,440,550,  #969 in Home Improvement (See Top 100 in Home Improvement)  #21 in Squeegees   
9,Scotch-Brite Bathroom Squeegee Wiper- Pack of 2,B07MLQQCZQ,730,900,  #354 in Home Improvement (See Top 100 in Home Improvement)  #9 in Squeegees   
10,Scotch-Brite Butterfly Plastic Mop and Refill Combo (Green),B00NBM2YNA,"1,629","2,000","  #1,168 in Home Improvement (See Top 100 in Home Improvement)  #19 in Household Wet & Dry Mops   "
11,Scotch-Brite Plastic Floor Squeegee Wiper -with telescopic handle (Green/Silver),B00NBM3EH0,437,600,  #128 in Home Improvement (See Top 100 in Home Improvement)  #5 in Squeegees   
12,Scotch-Brite Jumper Spin Mop compact one Bucket Mop,B00T425C9E,"2,199","4,200","  #1,265 in Home Improvement (See Top 100 in Home Improvement)  #56 in Household Bucket Mops   "
13,Scotch-Brite Plastic Scotch Brite Telescopic Handle Cotton Mop with Looped Cotton Threads,B07WTWDHPN,525,600,"  #3,677 in Home Improvement (See Top 100 in Home Improvement)  #73 in Household Wet & Dry Mops   "
14,"Scotch-Brite Plastic Handle Cotton Mop Refill, 1 Piece",B00NBM2ONU,270,300,  #772 in Home Improvement (See Top 100 in Home Improvement)  #18 in Household Mop Accessories   
15,"Scotch-Brite Fibre Broom (Green) - Pack of 2, Plastic, Hard_Floor",B07R8KGMJX,695,750,"  #23,213 in Home Improvement (See Top 100 in Home Improvement)  #415 in Brooms (Home Improvement)   "
16,Scotch-Brite Plastic Spin Mop Head and Handle (Suitable for Scotch-Brite 2 in 1 Spin Mop Only),B0BNV1FHVB,645,675,  #25 in Home Improvement (See Top 100 in Home Improvement)  #3 in Household Bucket Mops   
17,"Scotch-Brite 2-in-1 Bucket Spin Mop Refill ( Microfiber, White )",B08BK7WKK5,270,299,  #140 in Home Improvement (See Top 100 in Home Improvement)  #17 in Household Bucket Mops   
18,"Scotch-Brite Combo | No-Dust Broom, Long Handle, Easy Floor Cleaning (Multi-use) | 1 Additional Refill Head, Plastic Fibre",B0BNTTSGQ7,500,590,  #858 in Home Improvement (See Top 100 in Home Improvement)  #21 in Brooms (Home Improvement)   
19,Scotch-Brite Telescopic Handle for scotch-brite mops & squeegees,B0BPBSK9X1,305,349,"  #1,452 in Home Improvement (See Top 100 in Home Improvement)  #30 in Squeegees   "
20,"Scotch-Brite Hands-Free Microfiber Flat mop (with 1 Extra Refill) and in-Built Easy Squeeze Mechanism, Plastic",B0CDC7Q4P8,"1,999","2,750","  #1,211 in Home Improvement (See Top 100 in Home Improvement)  #21 in Household Wet & Dry Mops   "
1,"Scotch-Brite 2-in-1 Bucket Spin Mop (Green, 2 Refills), 4 Pcs",B07LDKFM2Y,"1,041","1,800",  #7 in Home Improvement (See Top 100 in Home Improvement)  #2 in Household Bucket Mops   
2,Scotch-Brite Supreme Spin Mop (2N Microfiber Refills),B089Z7K5F3,"1,748","2,399","  #2,421 in Home Improvement (See Top 100 in Home Improvement)  #86 in Household Bucket Mops   "
3,"Scotch-Brite No-Dust Broom, Long handle, Easy floor cleaning (Multi-use)",B07LC7LF9Y,249,375,  #11 in Home Improvement (See Top 100 in Home Improvement)  #1 in Brooms (Home Improvement)   
4,"Scotch-Brite Multi-purpose Microfiber Flat Mop with 1 extra refill for Dry & Wet Cleaning, 360 degree Rotating head and Telescopic handle, suitable for Floor, Glass, Ceiling and Walls (Green)",B00NQ03WR4,"1,399","1,848",  #373 in Home Improvement (See Top 100 in Home Improvement)  #4 in Household Wet & Dry Mops   
5,Scotch-Brite Jumper Spin Mop with Round Refill Heads,B00T425GKY,"1,899","3,850","  #7,611 in Home Improvement (See Top 100 in Home Improvement)  #183 in Household Bucket Mops   "
6,Scotch-Brite Bathroom Squeegee Plastic Wiper(30 cm)(Green),B00NBM3IE4,375,450,  #12 in Home Improvement (See Top 100 in Home Improvement)  #1 in Squeegees   
7,"Scotch-Brite Plastic No Dust Broom Hard_Floor Refill Head without Handle (This Product Does Not Contain A Handle, Only Refill Suitable to Be Used with Broom), Ash",B0C82497NH,215,250,  #346 in Home Improvement (See Top 100 in Home Improvement)  #11 in Brooms (Home Improvement)   
8,Scotch-Brite Bathroom Squeegee Plastic Wiper with telescopic handle (30 cm),B07WVZY442,440,550,"  #1,111 in Home Improvement (See Top 100 in Home Improvement)  #22 in Squeegees   "
9,Scotch-Brite Bathroom Squeegee Wiper- Pack of 2,B07MLQQCZQ,730,900,  #471 in Home Improvement (See Top 100 in Home Improvement)  #10 in Squeegees   
10,Scotch-Brite Butterfly Plastic Mop and Refill Combo (Green),B00NBM2YNA,"1,629","2,000","  #1,353 in Home Improvement (See Top 100 in Home Improvement)  #24 in Household Wet & Dry Mops   "
11,Scotch-Brite Plastic Floor Squeegee Wiper -with telescopic handle (Green/Silver),B00NBM3EH0,437,600,  #118 in Home Improvement (See Top 100 in Home Improvement)  #5 in Squeegees   
12,Scotch-Brite Jumper Spin Mop compact one Bucket Mop,B00T425C9E,"2,199","4,200","  #2,344 in Home Improvement (See Top 100 in Home Improvement)  #82 in Household Bucket Mops   "
13,Scotch-Brite Plastic Scotch Brite Telescopic Handle Cotton Mop with Looped Cotton Threads,B07WTWDHPN,525,600,"  #4,408 in Home Improvement (See Top 100 in Home Improvement)  #80 in Household Wet & Dry Mops   "
14,"Scotch-Brite Plastic Handle Cotton Mop Refill, 1 Piece",B00NBM2ONU,270,300,"  #1,036 in Home Improvement (See Top 100 in Home Improvement)  #20 in Household Mop Accessories   "
15,"Scotch-Brite Fibre Broom (Green) - Pack of 2, Plastic, Hard_Floor",B07R8KGMJX,695,750,"  #24,527 in Home Improvement (See Top 100 in Home Improvement)  #417 in Brooms (Home Improvement)   "
16,Scotch-Brite Plastic Spin Mop Head and Handle (Suitable for Scotch-Brite 2 in 1 Spin Mop Only),B0BNV1FHVB,645,675,  #40 in Home Improvement (See Top 100 in Home Improvement)  #6 in Household Bucket Mops   
17,"Scotch-Brite 2-in-1 Bucket Spin Mop Refill ( Microfiber, White )",B08BK7WKK5,270,299,  #230 in Home Improvement (See Top 100 in Home Improvement)  #20 in Household Bucket Mops   
18,"Scotch-Brite Combo | No-Dust Broom, Long Handle, Easy Floor Cleaning (Multi-use) | 1 Additional Refill Head, Plastic Fibre",B0BNTTSGQ7,500,590,  #987 in Home Improvement (See Top 100 in Home Improvement)  #23 in Brooms (Home Improvement)   
19,Scotch-Brite Telescopic Handle for scotch-brite mops & squeegees,B0BPBSK9X1,305,349,"  #1,753 in Home Improvement (See Top 100 in Home Improvement)  #31 in Squeegees   "
20,"Scotch-Brite Hands-Free Microfiber Flat mop (with 1 Extra Refill) and in-Built Easy Squeeze Mechanism, Plastic",B0CDC7Q4P8,"1,999","2,750","  #1,000 in Home Improvement (See Top 100 in Home Improvement)  #16 in Household Wet & Dry Mops   "
1,"Scotch-Brite 2-in-1 Bucket Spin Mop (Green, 2 Refills), 4 Pcs",B07LDKFM2Y,"1,041","1,800",  #5 in Home Improvement (See Top 100 in Home Improvement)  #2 in Household Bucket Mops   
2,Scotch-Brite Supreme Spin Mop (2N Microfiber Refills),B089Z7K5F3,"1,699","2,399","  #2,417 in Home Improvement (See Top 100 in Home Improvement)  #91 in Household Bucket Mops   "
3,"Scotch-Brite No-Dust Broom, Long handle, Easy floor cleaning (Multi-use)",B07LC7LF9Y,299,375,  #10 in Home Improvement (See Top 100 in Home Improvement)  #1 in Brooms (Home Improvement)   
4,"Scotch-Brite Multi-purpose Microfiber Flat Mop with 1 extra refill for Dry & Wet Cleaning, 360 degree Rotating head and Telescopic handle, suitable for Floor, Glass, Ceiling and Walls (Green)",B00NQ03WR4,"1,399","1,848",  #326 in Home Improvement (See Top 100 in Home Improvement)  #4 in Household Wet & Dry Mops   
5,Scotch-Brite Jumper Spin Mop with Round Refill Heads,B00T425GKY,"1,899","3,850","  #5,852 in Home Improvement (See Top 100 in Home Improvement)  #162 in Household Bucket Mops   "
6,Scotch-Brite Bathroom Squeegee Plastic Wiper(30 cm)(Green),B00NBM3IE4,375,450,  #11 in Home Improvement (See Top 100 in Home Improvement)  #1 in Squeegees   
7,"Scotch-Brite Plastic No Dust Broom Hard_Floor Refill Head without Handle (This Product Does Not Contain A Handle, Only Refill Suitable to Be Used with Broom), Ash",B0C82497NH,215,250,  #278 in Home Improvement (See Top 100 in Home Improvement)  #9 in Brooms (Home Improvement)   
8,Scotch-Brite Bathroom Squeegee Plastic Wiper with telescopic handle (30 cm),B07WVZY442,440,550,  #858 in Home Improvement (See Top 100 in Home Improvement)  #20 in Squeegees   
9,Scotch-Brite Bathroom Squeegee Wiper- Pack of 2,B07MLQQCZQ,730,900,  #406 in Home Improvement (See Top 100 in Home Improvement)  #10 in Squeegees   
10,Scotch-Brite Butterfly Plastic Mop and Refill Combo (Green),B00NBM2YNA,"1,629","2,000","  #1,372 in Home Improvement (See Top 100 in Home Improvement)  #23 in Household Wet & Dry Mops   "
11,Scotch-Brite Plastic Floor Squeegee Wiper -with telescopic handle (Green/Silver),B00NBM3EH0,437,600,  #111 in Home Improvement (See Top 100 in Home Improvement)  #4 in Squeegees   
12,Scotch-Brite Jumper Spin Mop compact one Bucket Mop,B00T425C9E,"2,199","4,200","  #1,578 in Home Improvement (See Top 100 in Home Improvement)  #73 in Household Bucket Mops   "
13,Scotch-Brite Plastic Scotch Brite Telescopic Handle Cotton Mop with Looped Cotton Threads,B07WTWDHPN,525,600,"  #2,985 in Home Improvement (See Top 100 in Home Improvement)  #53 in Household Wet & Dry Mops   "
14,"Scotch-Brite Plastic Handle Cotton Mop Refill, 1 Piece",B00NBM2ONU,270,300,  #891 in Home Improvement (See Top 100 in Home Improvement)  #23 in Household Mop Accessories   
15,"Scotch-Brite Fibre Broom (Green) - Pack of 2, Plastic, Hard_Floor",B07R8KGMJX,695,750,"  #11,646 in Home Improvement (See Top 100 in Home Improvement)  #223 in Brooms (Home Improvement)   "
16,Scotch-Brite Plastic Spin Mop Head and Handle (Suitable for Scotch-Brite 2 in 1 Spin Mop Only),B0BNV1FHVB,645,675,  #30 in Home Improvement (See Top 100 in Home Improvement)  #5 in Household Bucket Mops   
17,"Scotch-Brite 2-in-1 Bucket Spin Mop Refill ( Microfiber, White )",B08BK7WKK5,270,299,  #171 in Home Improvement (See Top 100 in Home Improvement)  #18 in Household Bucket Mops   
18,"Scotch-Brite Combo | No-Dust Broom, Long Handle, Easy Floor Cleaning (Multi-use) | 1 Additional Refill Head, Plastic Fibre",B0BNTTSGQ7,500,590,  #958 in Home Improvement (See Top 100 in Home Improvement)  #24 in Brooms (Home Improvement)   
19,Scotch-Brite Telescopic Handle for scotch-brite mops & squeegees,B0BPBSK9X1,305,349,"  #1,879 in Home Improvement (See Top 100 in Home Improvement)  #35 in Squeegees   "
20,"Scotch-Brite Hands-Free Microfiber Flat mop (with 1 Extra Refill) and in-Built Easy Squeeze Mechanism, Plastic",B0CDC7Q4P8,"1,999","2,750","  #1,011 in Home Improvement (See Top 100 in Home Improvement)  #19 in Household Wet & Dry Mops   "
1,"Scotch-Brite 2-in-1 Bucket Spin Mop (Green, 2 Refills), 4 Pcs",B07LDKFM2Y,"1,089","1,800",  #8 in Home Improvement (See Top 100 in Home Improvement)  #2 in Household Bucket Mops   
2,Scotch-Brite Supreme Spin Mop (2N Microfiber Refills),B089Z7K5F3,"1,749","1,999","  #1,514 in Home Improvement (See Top 100 in Home Improvement)  #58 in Household Bucket Mops   "
3,"Scotch-Brite No-Dust Broom, Long handle, Easy floor cleaning (Multi-use)",B07LC7LF9Y,249,375,  #13 in Home Improvement (See Top 100 in Home Improvement)  #1 in Brooms (Home Improvement)   
4,"Scotch-Brite Multi-purpose Microfiber Flat Mop with 1 extra refill for Dry & Wet Cleaning, 360 degree Rotating head and Telescopic handle, suitable for Floor, Glass, Ceiling and Walls (Green)",B00NQ03WR4,"1,399","1,848",  #428 in Home Improvement (See Top 100 in Home Improvement)  #7 in Household Wet & Dry Mops   
5,Scotch-Brite Jumper Spin Mop with Round Refill Heads,B00T425GKY,"1,899","3,850","  #3,996 in Home Improvement (See Top 100 in Home Improvement)  #118 in Household Bucket Mops   "
6,Scotch-Brite Bathroom Squeegee Plastic Wiper(30 cm)(Green),B00NBM3IE4,375,450,  #14 in Home Improvement (See Top 100 in Home Improvement)  #1 in Squeegees   
7,"Scotch-Brite Plastic No Dust Broom Hard_Floor Refill Head without Handle (This Product Does Not Contain A Handle, Only Refill Suitable to Be Used with Broom), Ash",B0C82497NH,215,250,  #421 in Home Improvement (See Top 100 in Home Improvement)  #10 in Brooms (Home Improvement)   
8,Scotch-Brite Bathroom Squeegee Plastic Wiper with telescopic handle (30 cm),B07WVZY442,440,550,"  #1,083 in Home Improvement (See Top 100 in Home Improvement)  #20 in Squeegees   "
9,Scotch-Brite Bathroom Squeegee Wiper- Pack of 2,B07MLQQCZQ,730,900,  #585 in Home Improvement (See Top 100 in Home Improvement)  #11 in Squeegees   
10,Scotch-Brite Butterfly Plastic Mop and Refill Combo (Green),B00NBM2YNA,"1,629","2,000","  #1,187 in Home Improvement (See Top 100 in Home Improvement)  #24 in Household Wet & Dry Mops   "
11,Scotch-Brite Plastic Floor Squeegee Wiper -with telescopic handle (Green/Silver),B00NBM3EH0,425,600,  #151 in Home Improvement (See Top 100 in Home Improvement)  #6 in Squeegees   
12,Scotch-Brite Jumper Spin Mop compact one Bucket Mop,B00T425C9E,"2,199","4,200","  #1,366 in Home Improvement (See Top 100 in Home Improvement)  #52 in Household Bucket Mops   "
13,Scotch-Brite Plastic Scotch Brite Telescopic Handle Cotton Mop with Looped Cotton Threads,B07WTWDHPN,525,600,"  #2,408 in Home Improvement (See Top 100 in Home Improvement)  #46 in Household Wet & Dry Mops   "
14,"Scotch-Brite Plastic Handle Cotton Mop Refill, 1 Piece",B00NBM2ONU,270,300,  #938 in Home Improvement (See Top 100 in Home Improvement)  #20 in Household Mop Accessories   
15,"Scotch-Brite Fibre Broom (Green) - Pack of 2, Plastic, Hard_Floor",B07R8KGMJX,695,750,"  #8,920 in Home Improvement (See Top 100 in Home Improvement)  #167 in Brooms (Home Improvement)   "
16,Scotch-Brite Plastic Spin Mop Head and Handle (Suitable for Scotch-Brite 2 in 1 Spin Mop Only),B0BNV1FHVB,645,675,  #47 in Home Improvement (See Top 100 in Home Improvement)  #5 in Household Bucket Mops   
17,"Scotch-Brite 2-in-1 Bucket Spin Mop Refill ( Microfiber, White )",B08BK7WKK5,270,299,  #165 in Home Improvement (See Top 100 in Home Improvement)  #16 in Household Bucket Mops   
18,"Scotch-Brite Combo | No-Dust Broom, Long Handle, Easy Floor Cleaning (Multi-use) | 1 Additional Refill Head, Plastic Fibre",B0BNTTSGQ7,500,590,  #926 in Home Improvement (See Top 100 in Home Improvement)  #21 in Brooms (Home Improvement)   
19,Scotch-Brite Telescopic Handle for scotch-brite mops & squeegees,B0BPBSK9X1,305,349,"  #1,818 in Home Improvement (See Top 100 in Home Improvement)  #31 in Squeegees   "
20,"Scotch-Brite Hands-Free Microfiber Flat mop (with 1 Extra Refill) and in-Built Easy Squeeze Mechanism, Plastic",B0CDC7Q4P8,"1,999","2,750",  #945 in Home Improvement (See Top 100 in Home Improvement)  #19 in Household Wet & Dry Mops   
21,"Scotch-Brite Hands-Free Microfiber Flat mop with compact bucket, Splash proof design & Double scraper for easy squeeze (1 Bucket, 1 Mop, 1 refill)",B0D74KXZRQ,"2,949","4,500","  #2,962 in Home Improvement (See Top 100 in Home Improvement)  #91 in Household Bucket Mops   "
